scenario	context	vector_from_arm	scored_against_arm	regret	within_primary_cap	within_secondary_cap	cost_under_target	target_optimum	target_cap
half_serum	CNS:SF-268	magnitude_g0.80	ordinal	0.15969000665704725	0	1	230.27921890910005	198.56963290811564	198.56963320668527
half_serum	CNS:SF-268	magnitude_g1.00	magnitude_g0.50	0.0007496558684361113	0	1	374.5293147746088	374.24875699767057	374.24875747191936
half_serum	CNS:SF-268	magnitude_g1.00	magnitude_g0.80	4.132975043408881e-06	0	1	384.54354684692817	384.5419575446145	384.5419580291565
half_serum	CNS:SF-268	magnitude_g1.00	magnitude_g1.00	1.2557556572759173e-09	0	1	390.9999789755543	390.9999784845539	390.99997897555386
half_serum	CNS:SF-268	magnitude_g1.00	magnitude_g1.25	0.0008247315193222077	0	0	398.76914534428846	398.4405388733039	398.4405393717445
half_serum	CNS:SF-268	magnitude_g1.00	magnitude_g2.00	0.0053902802418919	0	0	419.85297246631	417.6019807604421	417.6019812780441
half_serum	CNS:SF-268	magnitude_g1.00	ordinal	0.16074857941978898	0	1	230.4894193140042	198.56963290811564	198.56963320668527
half_serum	CNS:SF-268	magnitude_g1.25	magnitude_g0.50	0.006098697498365883	0	1	376.5311869557388	374.24875699767057	374.24875747191936
half_serum	CNS:SF-268	magnitude_g1.25	magnitude_g0.80	0.0026079779091677134	0	1	385.54483447503895	384.5419575446145	384.5419580291565
half_serum	CNS:SF-268	magnitude_g1.25	magnitude_g1.00	0.0009841501482566802	0	1	391.3847811713478	390.9999784845539	390.99997897555386
half_serum	CNS:SF-268	magnitude_g1.25	magnitude_g1.25	1.2509788072290651e-09	0	0	398.4405393717446	398.4405388733039	398.4405393717445
half_serum	CNS:SF-268	magnitude_g1.25	magnitude_g2.00	0.0003347067875096705	0	0	417.7417549778801	417.6019807604421	417.6019812780441
half_serum	CNS:SF-268	magnitude_g1.25	ordinal	0.20813185617795296	0	1	239.89829918585647	198.56963290811564	198.56963320668527
half_serum	CNS:SF-268	magnitude_g2.00	magnitude_g0.50	0.007464079624851265	0	1	377.0421795194028	374.24875699767057	374.24875747191936
half_serum	CNS:SF-268	magnitude_g2.00	magnitude_g0.80	0.0035216007958184014	0	1	385.89616080832917	384.5419575446145	384.5419580291565
half_serum	CNS:SF-268	magnitude_g2.00	magnitude_g1.00	0.0016321208638497636	0	1	391.6381377072033	390.9999784845539	390.99997897555386
half_serum	CNS:SF-268	magnitude_g2.00	magnitude_g1.25	0.00035236576328283276	0	1	398.58093567790684	398.4405388733039	398.4405393717445
half_serum	CNS:SF-268	magnitude_g2.00	magnitude_g2.00	1.2394629635686552e-09	0	0	417.60198127804426	417.6019807604421	417.6019812780441
half_serum	CNS:SF-268	magnitude_g2.00	ordinal	0.21686063243032694	0	1	241.63156908202745	198.56963290811564	198.56963320668527
half_serum	CNS:SF-268	ordinal	magnitude_g0.50	0.07797369600964486	0	0	403.4303158077944	374.24875699767057	374.24875747191936
half_serum	CNS:SF-268	ordinal	magnitude_g0.80	0.08722766220485775	0	0	418.0846535209109	384.5419575446145	384.5419580291565
half_serum	CNS:SF-268	ordinal	magnitude_g1.00	0.09331684447047459	0	0	427.4868626647559	390.9999784845539	390.99997897555386
half_serum	CNS:SF-268	ordinal	magnitude_g1.25	0.10118260025256565	0	0	438.7557886425383	398.4405388733039	398.4405393717445
half_serum	CNS:SF-268	ordinal	magnitude_g2.00	0.12331960441484277	0	0	469.10049183067457	417.6019807604421	417.6019812780441
half_serum	CNS:SF-268	ordinal	ordinal	1.5036023835903314e-09	0	1	198.5696332066854	198.56963290811564	198.56963320668527
half_serum	CNS:SF-295	magnitude_g0.50	magnitude_g0.50	1.2619932486750886e-09	1	1	381.6875380730729	381.6875375913858	381.68753807307337
half_serum	CNS:SF-295	magnitude_g0.50	magnitude_g0.80	0.0007770783973958572	0	0	391.78016588085063	391.4759583705011	391.47595886197706
half_serum	CNS:SF-295	magnitude_g0.50	magnitude_g1.00	0.0017105932522596195	0	0	398.26258803059915	397.58248611263826	397.58248661022077
half_serum	CNS:SF-295	magnitude_g0.50	magnitude_g1.25	0.0029048732019105617	0	0	406.0395265896907	404.8634496045015	404.863450109365
half_serum	CNS:SF-295	magnitude_g0.50	magnitude_g2.00	0.009795042127562674	0	0	427.02923840892845	422.8870420171699	422.887042540057
half_serum	CNS:SF-295	magnitude_g0.50	ordinal	0.12779771774610912	0	1	232.1846052786664	205.8743351092115	205.87433541508582
half_serum	CNS:SF-295	magnitude_g0.80	magnitude_g0.50	0.0007040026533452474	0	1	381.95624663059897	381.6875375913858	381.68753807307337
half_serum	CNS:SF-295	magnitude_g0.80	magnitude_g0.80	1.255443310945162e-09	1	0	391.47595886197695	391.4759583705011	391.47595886197706
half_serum	CNS:SF-295	magnitude_g0.80	magnitude_g1.00	5.6741807935243696e-05	0	0	397.6050456617037	397.58248611263826	397.58248661022077
half_serum	CNS:SF-295	magnitude_g0.80	magnitude_g1.25	0.00026775633891440063	0	0	404.97185435952787	404.8634496045015	404.863450109365
half_serum	CNS:SF-295	magnitude_g0.80	magnitude_g2.00	0.004813406785102476	0	0	424.92256937454727	422.8870420171699	422.887042540057
half_serum	CNS:SF-295	magnitude_g0.80	ordinal	0.16280759668992495	0	1	239.39224082847846	205.8743351092115	205.87433541508582
half_serum	CNS:SF-295	magnitude_g1.00	magnitude_g0.50	0.001165882713261349	0	1	382.1325404933309	381.6875375913858	381.68753807307337
half_serum	CNS:SF-295	magnitude_g1.00	magnitude_g0.80	0.00013417926039878354	0	1	391.52848632505913	391.4759583705011	391.47595886197706
half_serum	CNS:SF-295	magnitude_g1.00	magnitude_g1.00	1.251520323959491e-09	0	1	397.5824866102208	397.58248611263826	397.58248661022077
half_serum	CNS:SF-295	magnitude_g1.00	magnitude_g1.25	1.4809582358160758e-09	0	0	404.86345020408737	404.8634496045015	404.863450109365
half_serum	CNS:SF-295	magnitude_g1.00	magnitude_g2.00	0.004060116274655976	0	0	424.60401257880494	422.8870420171699	422.887042540057
half_serum	CNS:SF-295	magnitude_g1.00	ordinal	0.16942367394963073	0	1	240.75432133535156	205.8743351092115	205.87433541508582
half_serum	CNS:SF-295	magnitude_g1.25	magnitude_g0.50	0.0011660612699219955	0	1	382.13260864618303	381.6875375913858	381.68753807307337
half_serum	CNS:SF-295	magnitude_g1.25	magnitude_g0.80	0.0001342782931871423	0	1	391.52852509401487	391.4759583705011	391.47595886197706
half_serum	CNS:SF-295	magnitude_g1.25	magnitude_g1.00	5.33991834258591e-08	0	1	397.58250734321837	397.58248611263826	397.58248661022077
half_serum	CNS:SF-295	magnitude_g1.25	magnitude_g1.25	1.2469963340268008e-09	1	0	404.86345010936475	404.8634496045015	404.863450109365
half_serum	CNS:SF-295	magnitude_g1.25	magnitude_g2.00	0.004059992961321234	0	0	424.60396043119357	422.8870420171699	422.887042540057
half_serum	CNS:SF-295	magnitude_g1.25	ordinal	0.16942548661143403	0	1	240.7546945158951	205.8743351092115	205.87433541508582
half_serum	CNS:SF-295	magnitude_g2.00	magnitude_g0.50	0.008537031016993648	0	1	384.9460159386034	381.6875375913858	381.68753807307337
half_serum	CNS:SF-295	magnitude_g2.00	magnitude_g0.80	0.0045257448888669696	0	1	393.24767868821067	391.4759583705011	391.47595886197706
half_serum	CNS:SF-295	magnitude_g2.00	magnitude_g1.00	0.0026237866891648865	0	1	398.6256577475457	397.58248611263826	397.58248661022077
half_serum	CNS:SF-295	magnitude_g2.00	magnitude_g1.25	0.0006389364650123411	0	1	405.1221316258045	404.8634496045015	404.863450109365
half_serum	CNS:SF-295	magnitude_g2.00	magnitude_g2.00	1.2364690776348752e-09	1	0	422.88704254005665	422.8870420171699	422.887042540057
half_serum	CNS:SF-295	magnitude_g2.00	ordinal	0.22869728594295835	0	1	252.95723679399927	205.8743351092115	205.87433541508582
half_serum	CNS:SF-295	ordinal	magnitude_g0.50	0.08250364814819647	0	0	413.178151895377	381.6875375913858	381.68753807307337
half_serum	CNS:SF-295	ordinal	magnitude_g0.80	0.09223949783464175	0	0	427.5855041849312	391.4759583705011	391.47595886197706
half_serum	CNS:SF-295	ordinal	magnitude_g1.00	0.09864538269978633	0	0	436.80216260995195	397.58248611263826	397.58248661022077
half_serum	CNS:SF-295	ordinal	magnitude_g1.25	0.10610674086765302	0	0	447.82219073847045	404.8634496045015	404.863450109365
half_serum	CNS:SF-295	ordinal	magnitude_g2.00	0.1288224365817993	0	0	477.36438116869147	422.8870420171699	422.887042540057
half_serum	CNS:SF-295	ordinal	ordinal	1.48573300610395e-09	1	0	205.8743354150858	205.8743351092115	205.87433541508582
half_serum	CNS:SF-539	magnitude_g0.50	magnitude_g0.50	1.268036311180501e-09	0	1	373.08401021442506	373.084009741341	373.084010214425
half_serum	CNS:SF-539	magnitude_g0.50	magnitude_g0.80	0.0007915527627848711	0	0	383.3455133784248	383.04231517558406	383.0423156586264
half_serum	CNS:SF-539	magnitude_g0.50	magnitude_g1.00	0.0017217909017808724	0	0	389.97362543525173	389.3033265096344	389.3033269989378
half_serum	CNS:SF-539	magnitude_g0.50	magnitude_g1.25	0.0031333084476355003	0	0	397.9604960023888	396.717457840413	396.71745833713044
half_serum	CNS:SF-539	magnitude_g0.50	magnitude_g2.00	0.0077284775177736895	0	0	419.68062471098074	416.46200744940114	416.46200796586317
half_serum	CNS:SF-539	magnitude_g0.50	ordinal	0.13594248948736268	0	1	227.12149158025272	199.94101257956285	199.94101287950386
half_serum	CNS:SF-539	magnitude_g0.80	magnitude_g0.50	0.0006373504885854576	0	1	373.32179501723306	373.084009741341	373.084010214425
half_serum	CNS:SF-539	magnitude_g0.80	magnitude_g0.80	1.2610675727248731e-09	1	1	383.0423156586263	383.04231517558406	383.0423156586264
half_serum	CNS:SF-539	magnitude_g0.80	magnitude_g1.00	8.440864849500185e-05	0	0	389.3361870772797	389.3033265096344	389.3033269989378
half_serum	CNS:SF-539	magnitude_g0.80	magnitude_g1.25	0.0005478368922044117	0	0	396.9347942995995	396.717457840413	396.71745833713044
half_serum	CNS:SF-539	magnitude_g0.80	magnitude_g2.00	0.0029063293913280117	0	0	417.6723832220228	416.46200744940114	416.46200796586317
half_serum	CNS:SF-539	magnitude_g0.80	ordinal	0.17598778618368496	0	1	235.12818875076442	199.94101257956285	199.94101287950386
half_serum	CNS:SF-539	magnitude_g1.00	magnitude_g0.50	0.0012947969868712702	0	1	373.56707779300393	373.084009741341	373.084010214425
half_serum	CNS:SF-539	magnitude_g1.00	magnitude_g0.80	0.0001921244462924627	0	1	383.11590696829376	383.04231517558406	383.0423156586264
half_serum	CNS:SF-539	magnitude_g1.00	magnitude_g1.00	1.2568695283968491e-09	0	0	389.3033269989379	389.3033265096344	389.3033269989378
