arm	exchange_id	profiles	location_spread	mean_width	max_width	constant_across_profiles	all_fixed_within_profile
magnitude_g0.80	EX_nac_e	47	1.236638735441541e-08	6.8866366383338945e-09	2.4947240936212962e-08	True	True
magnitude_g0.80	EX_ncam_e	47	7.124187849615499e-08	4.439834383220121e-08	1.440217958043771e-07	True	True
magnitude_g0.80	EX_nicrnt_e	47	1.338336898683444e-09	7.689569508269111e-10	2.7020087746215213e-09	True	True
magnitude_g0.80	EX_orn_e	47	5.780809151570218e-08	3.018323940272675e-08	1.164146256157485e-07	True	True
magnitude_g0.80	EX_orot5p_e	47	8.040468190304898e-10	4.681412927462966e-10	1.623704183019444e-09	True	True
magnitude_g0.80	EX_orot_e	47	1.8275851748857775e-09	1.063200838418518e-09	3.690783405837128e-09	True	True
magnitude_g0.80	EX_oxa_e	47	4.2477975664015764e-09	2.465884111573125e-09	8.583083313134956e-09	True	True
magnitude_g0.80	EX_pep_e	47	4.871283601291686e-09	2.7702640066123006e-09	9.833978040315451e-09	True	True
magnitude_g0.80	EX_phe__L_e	47	1.1028478397179242e-07	6.686386510661966e-08	2.2314335379469696e-07	True	True
magnitude_g0.80	EX_pnto__R_e	47	5.95139464599279e-08	3.2620858966100745e-08	1.2205894554074052e-07	True	True
magnitude_g0.80	EX_pro__L_e	47	8.394620776286388e-08	9.327702991089563e-08	2.655755932945425e-07	True	True
magnitude_g0.80	EX_quln_e	47	8.789396139624328e-10	6.220017895002892e-10	1.7773790090064726e-09	True	True
magnitude_g0.80	EX_sbt__D_e	47	2.8104361070805593e-27	1.1959302583321528e-28	5.620872214161119e-27	True	True
magnitude_g0.80	EX_ser__L_e	47	7.639103571932537e-09	4.2449209726487906e-09	1.5417151999486123e-08	True	True
magnitude_g0.80	EX_spmd_e	47	7.920706819289173e-10	5.101508001398328e-10	1.6327257271094974e-09	True	True
magnitude_g0.80	EX_sprm_e	47	4.061019852817996e-10	2.5341308477881676e-10	8.318619034857776e-10	True	True
magnitude_g0.80	EX_srtn_e	47	2.612443230525979e-09	1.609112735115709e-09	5.2833446182211435e-09	True	True
magnitude_g0.80	EX_succ_e	47	1.142102967081252	1.8641735356507457e-06	3.3495554648155235e-05	False	False
magnitude_g0.80	EX_sucr_e	47	3.1380276313747857e-10	1.156331169570355e-10	6.276055262749571e-10	True	True
magnitude_g0.80	EX_taur_e	47	2.2197227730583125e-09	1.3432096769432394e-09	4.486676935120957e-09	True	True
magnitude_g0.80	EX_tchola_e	47	4.95667096958378e-10	4.823854023000039e-10	1.0217993810282176e-09	True	True
magnitude_g0.80	EX_thr__L_e	47	7.788046696433071e-08	5.402183044163256e-08	1.573656180919869e-07	True	True
magnitude_g0.80	EX_thym_e	47	1.161837267939387e-09	6.740824054806709e-10	2.3459579767248575e-09	True	True
magnitude_g0.80	EX_thymd_e	47	7.748976720280301e-10	4.526661508369437e-10	1.5648876637391424e-09	True	True
magnitude_g0.80	EX_trp__L_e	47	7.282706543376705e-08	4.831494144376775e-08	1.4698249880401582e-07	True	True
